"address","maker_trades_1wk","maker_avg_size","maker_unique_markets"
"0x0e0ae27585fbad847d0c55d2c27506fa0787745d",758,19.8261,450
"0xc99aa62b9bf0d95a89ee3f2c99b3c735f1b4bde7",758,58.1764,30
"0x4975565631b8650c2ee0f5e497fc1752a0afeed1",758,1.654,247
"0xc148c953c0fae8787d1361df58a25e4a90cd9181",758,2.5627,445
"0xdfc078370446834434c1fd96b9818766e38ad0d0",758,13.3808,450
"0xf811714605e071e36ef55f8a9bafbdb7bc62b993",758,1.5343,169
"0x9c985979bef46770d6d56260ea8c1ba20d2129f4",758,0.772,552
"0xa355854cfd2473d1d3226872934b0159ebd47b93",758,11.3589,243
"0xab13def2704f94c45620f7ad2afd163a1789f605",757,7.9121,432
"0x71c7d155c6a7e37c44b5a0eb3ba182ac638f9e38",757,31.1606,333
"0x4d1c8c91b88bc643b5ecbead75b39a468322a912",757,11.9599,209
"0x03385846b792ba5d7b63fe137e2c29a82c71a380",757,1.2218,30
"0x081e14554b92ee3dc53a21bd5b01f306692ef76e",757,614.8271,74
"0x937bcac3a8a30c07d827ad0550c3fe3a6756bfab",757,434.3407,208
"0x63ffc3d651c8b128bb8eac3252fde2988028bf3f",757,4.157,514
"0x0ab8208a83ef7ef352a3e5475d858c496635b62b",757,0.8907,311
"0xf9642278627c3281427db6afd31ffae18c70e5c5",757,1.7604,336
"0xb7a9f67520860731b7d7e46503b88fa6fa6b5976",757,6.5112,109
"0xa20997b88ad598a5ccecd64f7a07fe798f23d90e",756,15.0973,249
"0x0c38cd387706ad51816ce7e291b5f77eda1e291f",756,17.9057,460
"0xc6b98a6ce754def76889f660afae1b76b3f6dae7",756,4.7657,265
"0xaf34f71a382ac5a4f2e2ba7d696e4c4d5edadc6e",756,18.9927,23
"0xed2500404a67a224383ca2b10f389be857f4d6c4",756,11.5717,330
"0x8800919e0c073335f89a9c71bea7b8d8ea57ba1e",756,3.6535,442
"0x0ca7520ebcf966b5f0e0a49133c98a6e7a56ca84",756,5.5978,279
"0x94a1f0ed21a647b6b91b287aecfbbbe9fec128f7",756,4.9012,748
"0xb8f6c79e452d7247d0cf47d16eaf7911953c4f7f",756,19.1429,317
"0xdcafb6a5e96ae895a569e4b862a58bea1d21e271",756,153.9257,37
"0xb3a2c375ae936b21ea5226d87e87d3c12ce409c8",756,107.8222,92
"0xed3eddf181b8a1063464e87872ea817f91d84cba",756,1.0162,750
"0xe647774fa6299a7f59438ce8ee37f01752e7c9aa",756,9.8333,216
"0x1fc9870b3e9eaaee71a47377669572f043e21499",755,2.3969,305
"0x38d026b542d0d718ff764ea151c81161e1c74b2e",755,3.0981,340
"0xba636698626bae94ee0deba69565c51b81086e4d",755,23.5297,323
"0x5368b59f5f90f293d8ae0cb9a3651a10e89a7250",755,9.3948,399
"0x0102104a1f9cb401cd8b660a7ae6d8cde34b9375",755,90.3205,290
"0x5fdd66ffd0325d4e8d1d86fbec50caa31770a747",755,2716.6877,7
"0x1a9fff9ca3662a86c78dbe8eeae71a2a0327baf6",755,9.1014,680
"0x89d12e7e2f4aa52f6731d3c0d9506fac5530035c",755,5.8165,141
"0x37981d41f290427c14a76fb3d069a2bb6c6d804b",755,4.2956,422
"0x34f27aea7c32bed5b74737d33d3690f994457009",754,13.8812,273
"0x76a55d6ee6de437bfe9303a76b33e593935b555c",754,4.2981,242
"0x459ba41c444f40e44e0f5ceffc6d067d22f572c7",754,7.2448,399
"0xfcf2059c73fe5ebfe708591500ed3fc821497279",754,2.1371,54
"0x78fc3e61b626a64ea4abdc844d92d51a11de50db",754,4.6514,750
"0x363e56d78fb6b4b273b8957728c27c073899ae45",754,18.1388,223
"0x18990ccb402aef8d6ec1a3f752bdc6dcc4ffff16",754,0.7278,137
"0xee65e8f759f47fb2ca3cee49f8c70dc0d060c43e",754,3.6677,482
"0x2e0ff9d327ddf6d3ca727e58d3e81b3690c27b85",754,20.8278,49
"0xaf95434f74b9caeccd641d0125a23276545200cc",754,15.8341,325
"0x445e88628a68c596c857085eb26f6379a1f49be0",754,129.9707,63
"0x365c0c908f08ab4893b74c057f19633fdf9e61ed",754,7.4585,284
"0x1bb270e8988eb58754f1cd2f181d561ad39168ee",754,1,754
"0xae9a4e352cc5882fce745ad1c7a19f4334117cea",754,14.8851,399
"0xaaca4ea4c2711d5f0f66b43ecf9337f801f745bc",754,7.2654,187
"0xc83baa879f7c0097bd8aaf0be61cbf81518c7ac4",754,0.999,324
"0x2b4f34047a7e173e8ccee6826fcb7c1c98d4db17",754,1.1772,42
"0x4b40e8402f72d67f94ab7cc0a50521bb824f96e3",753,7.4571,273
"0x3dbc20b2c90622572e25d289ee557856a87b4e37",753,4.6046,48
"0xa26fd7dc0834c3f109da225c689bd49e8c511071",753,16.9998,190
"0x85c74bc68a3896c16bfcee74690db94628e0b7ba",753,2.2326,288
"0x9557858fa7ec153277f7b15a7da4473b73d37136",753,44.7463,3
"0x4a479cda85057e5ef0a7634addf99d21472a3df5",753,4.0591,135
"0xf94982735b5f61d17e992c592f96d34b0fe12be5",753,1.6823,494
"0xb2b128ccbc4505c80bd1ddd38738c1b314f81f32",753,2.0861,524
"0x3f28da2e5c3cc8c9fb81d1925cc0ab529d1c6abc",753,22.7153,577
"0x2401a655d97e82300f5bdefa0e994899cbe4563e",753,4.1539,207
"0xa870cd3565c1cf84318a746f583971f6bfc32cd1",753,5.3265,527
"0x5b8e3a2aa003ef31bf6f60bb95a2650aee182cdc",753,3.1763,364
"0x742defec5672b86ae1366546977323d0b0fb33fb",753,4278.9756,1
"0x97bf8eb4c885e19d02bd13efb51fc423f20db669",752,49.9341,562
"0xa183d9ae8efa916358a396d2c5d0ae480c676b1e",752,9.5374,401
"0xb8f543dd4f2a22f799f93e2da37207dface7713b",752,14.3624,365
"0xde95b461c26630097d461cf874e6c4814d18b97f",752,8.3469,450
"0x2614a9bf1d420b4af8f5a061b6a117c740062987",752,4.1891,254
"0xf2cfae126af82eed2f10b3809fe950caeed7dc77",752,13.8935,330
"0xbdf20a5416d03ae8355922dc50d5bb1ee2e87fd5",752,4.9027,265
"0x30fc076f061401b96b0a5f890f7d8cfbfadc683d",752,0.9605,688
"0x0d7afd59b4a13808719bbd1306e404ae08feeec4",752,8.2133,204
"0x3bda5f1220d1ed698e2c21c35c30d6ccc9cdcf75",752,40.1201,165
"0x3d7dd86b71ee2818f62f7a203cf3bff606feb015",752,3.3172,322
"0xb9cfb65e4ed4a953a72a6ea23d834a41daba75d1",752,10.1697,12
"0x9ace6559d0c1fe92c360503c6dbcd962e15f0f16",751,3.048,486
"0x791e0a77a8f3dcf51c807fbe66defdee506817dd",751,113.9956,12
"0xb8f5785473537dfa79a7ba79b66590de0e8fa1ea",751,7.7457,189
"0x2785e7022dc20757108204b13c08cea8613b70ae",751,8073.7374,6
"0xadf0e5bbbfd7dc079846119c9572b12265a45ac4",751,1.6534,369
"0xcdb805bedd8f1f0403e6190bd3ad43d93027abbe",750,115.9214,81
"0x85e5669beee6b80d887493e724987dabc5f56056",750,1871.9953,61
"0xeca0c0888e34df59589c67fbe53dc7f298b5e8f8",750,142.1561,97
"0xb7fa82d3b6a216bd11ee6f9b464dbb4476cdd968",750,3.4189,184
"0x0c2e70b413d697d970cfff6a33ff58daa770dcbb",750,139.8517,654
"0x14b3cc42298fd2436afa79f7b35f499704f018f9",750,3.3769,447
"0x927f4dda399f20b397365e45254fb37ad5c8b921",750,16.7583,232
"0xda16b58dec4535618332de0bdd13d081ca4c6da2",749,17.3906,180
"0x24224d864bd840ba7597c5d1e44d78eba12f609b",749,4.317,41
"0x28d190e35136a10107c76dfc3174bd594a2e0903",749,2.9453,733
"0xb8310b7e3cf284f017180eb6f5d273366570aa54",749,3.3404,343
"0xa74614e0536b31da8a2f4295aa9b9078c0b66975",749,5.547,565
"0xf1d48570078978f9205f69acd6de8ee48ba6eacd",749,2.4815,68
"0xbecca2cf118da48c84faf823291269d2d908f37e",749,7.838,64
"0x6d4d2ce8e4de8eba692b20d39e047712f09d891a",748,1.7918,415
"0x0134f2355cec1a28e89785819c718d76375dea74",748,28.4881,190
"0x2e07d2c3f5e9ae85c7cb4bebb5c365022b60ba9d",748,2.6734,282
"0xec5d6149f45843fa2363ae3cff92067c306311d5",748,32.4052,198
"0xf1e16acdc9bc83568fbae4f7b42408a2d9b74c10",748,16.9085,157
"0x5a849c7ec8b7199c731a7d7e1bc17f19cb09e271",748,106.7399,185
"0xbf2ddf08230b7da490077164691039b39da6d3f9",748,8.7008,370
"0x3cc1394b51331c534cfadbb134604042cd3e66a2",748,6.5201,204
"0x309d5e163f366bdd2cebc1566297f998abdb4287",747,1.7335,272
"0x55b25b3a45e278640a3799962805aca244464f9b",747,2.3815,525
"0x7e46f86194312e88c347e46a6960b7d3ba3038e4",747,18.3786,108
"0x4be0c1fc0740de09c655dc205dadec1f3cabc37d",747,4.1084,248
"0xc0f33badcc1c0240197bc729c5094e66fb16f7df",747,56.9422,338
"0x098b949be2f229f524a0e49c736dd7c3ed0d1fa5",747,117.0629,33
"0xc33bfa0fa49c09128cfae71963e9dcb4c9c1aa2c",747,9.28,174
"0x7f1da2183b37843c86f83c8075967531f34c7c20",746,1.7224,332
"0xc5b6068ea4ec72a0b36cdca8496463ceaab0f127",746,2.4572,97
"0x00726335905c5422b464e962b851208a3c633d75",746,389.0051,123
"0xa912465adb1e033e3fbe7f9f9cf49370c9c2297f",746,13.6899,163
"0x563110b559d50a704843a4ee36e82c31ee4db10b",746,17.0865,115
"0x76cca242130084193568751b35f57f7dcba04d44",746,22.7336,683
"0x0659099dd92d238482891e69556a66a35d78d74d",746,145.0277,92
"0xc6a1961002ad52f95796cad64e28fa7535d0b1ec",746,183.6363,62
"0xd5409b98005415c3d3012f43b28ca043607bf3db",746,15.1131,662
"0x471e0ec6adf7a621f11b5efabc3d6c5d0ac9b99a",746,30.8969,106
"0xda67486c3ef72dd4e759a60c2e1a64957d2d2f6b",745,34.5914,458
"0x162f6fff88a52864f2ecc9833e58089d5254798d",745,404.728,53
"0x2f2a2106e0306f4241c24ae09549280de1b279f3",745,15.1177,411
"0x21a32b500aff8be71131e34e3ea863efd00d3a8d",745,1.0012,151
"0x6efb7a03285b07d55f8e1044e00c84d16db401af",745,8.9263,388
"0xc7c3790b175845d1ee57f8b01abd08b4932b49e9",745,9.9926,287
"0x36db39f95f6d5ce9770b5aea1beffad820d2e054",745,1.8819,713
"0xcb9e21720c2e1af8670a8f759c913c3b3e546386",745,16.7853,718
"0x85cb5359747aa5722dcc31fa1c2a6d5597eef878",745,4.2261,39
"0x67e38fc4bbf6b8929df424b1a95e7c3c4e392a16",745,19.2003,271
"0x8ea108056c7f3dbfa46bebd378ffdf92a28d5c7c",745,4.3021,376
"0x428a69e0073b1251b17c357bea7868a59da2406c",745,62.395,290
"0xee4e8655d0294254bc2ee1f6a8e33cce57e94d41",745,2.6466,473
"0x1e5a4e6f132f15580a0fb0bc6c0cc3c243f9935f",744,2.5953,6
"0xae599b49218e2739563128b204057bea3133b0aa",744,29.4045,96
"0xfd2b05928e63a513efda1e60d6d925b271e29ff9",744,190.2505,93
"0x53dbcc7bb5c450a4bc5d6c6efa45499448de1635",744,1.8669,323
"0x5339c9da744ff14e978081f99c2309c4d5529da3",744,111.2983,181
"0x31638939b9a6e14e0c8071cce27947da63f5903d",744,5.5743,260
"0x63540a1a71d2c0f01ed8676c1086b1625b4ea1c0",744,17.7248,572
"0x731226ef5a94b1b2bcd980c8c32dd8a7040792f7",744,26.4904,188
"0x0ea6ef3f0e63136cdef75863ebcec0c33de2180d",744,4.669,479
"0x2a019dc0089ea8c6edbbafc8a7cc9ba77b4b6397",744,486.8772,67
"0x8dc4ecd8915e28a3945cf76637292f682599a36f",744,2.4343,104
"0x9859fcc2465e4b33e94d25394c8bcc3cf6622dd9",744,33.5888,145
"0x6c19624d3f39eecd0d3a4a679b9ae8c4699650a3",743,1.8433,50
"0x9210058a40f2f3b4ff9b95d0b69b10f2e8eb8b0e",743,2.5617,69
"0x4eedd2907b9c7c66e14f783950bd0bfeab273b39",743,4.3776,499
"0x6a32a31f2b28c31c016c6a222f2942240d8d0086",743,314.3977,183
"0x52d93dcf81444f793dda7fedc370f7a35101fb1a",743,7.0632,71
"0x3b71ac230f81c064654c48350ed1959797c73dfb",743,5.0638,380
"0xe4f5061654166158e1bba1ecbcac094eab5ba359",743,6.8758,68
"0x6009ea369ed34e57fd183b660c0bfa7019c2969a",743,4.6123,735
"0xbbdc27a253d163c6da200719c7eeef316faf9da2",742,112.4566,144
"0x3b34f2cd6b8ab5c67dc8b31d91530c42eff3129e",742,0.5167,173
"0x67450ed702b147c073a316a84c4b99785329c074",742,4.6459,39
"0xe9330482ac2a5e2ba7fd21c1fe9dbcf088f52f73",742,10.7472,639
"0xcf6ac971038f9a15e4c6fcd524f2aee33a9d3cb5",742,9.5863,412
"0xac2f5052a503924726d219b641ff36365500b50f",742,4.0654,697
"0x8c7fb34700199b383a89efbeebc5e113f6e00040",742,11.8693,15
"0x1584cb3b5a84944bd0db072c43d67189397071b6",742,56.4003,19
"0x8c2064d682836acb426b0c9c30e13530e9faa7f2",742,29.7776,682
"0x9d679e68c36aaf4d0f0a8316987e301cdb975676",742,6.8567,202
"0x710dc593d792853f2c103100e7f081ffdaaa02aa",742,3.3247,140
"0xd7bc6e9ea0f7e314239f06e58717d197143d7053",741,11.1195,657
"0xad7d0537c9f2582f80b96462d73dacb976aa3e2c",741,3.9977,203
"0xaaa4afb5500302be8124fd8af3a43a4085845ef2",741,147.8292,89
"0x8bb8f3158746628d6fbf28448819a966f53979fb",741,22.6345,274
"0xaf549db756f46221237cd69e1a95e285faec320a",741,0.8296,51
"0x67f0183044bb679e211b22afb368fec58cbc2faa",741,27.7907,151
"0xf3d442efcb462878e6b7c63b0818c166a83584a1",741,119.958,36
"0xa9651cc992f50a72b64bb6051511d26a8d81b290",741,1.6412,47
"0x0c6b05a20d714e3ba073bb79a1189d5c9e9968f5",741,2.0446,308
"0x635d4ea180ca206cb2ae9c02bfbe93583b195025",741,36.7147,82
"0xec9f69b6105a94e73935298f3e20f679b4f3a535",741,7.6632,282
"0xd8c77a206e8ae07f4c28338519f5934f76f277cd",740,0.504,55
"0xd14650532e11324cdaca20f45666486c24679bf0",740,95.3397,71
"0xc1cf7d0ccb729703a5f4d97ed1045a42dbd99656",740,55.5311,81
"0xefcc35e275719e537ac182f42d6cf65d3479621e",740,5.0777,167
"0x6ecf8db9134d76da2571162a96fa198252f39eae",740,0.3224,56
"0x4afd56809da87ea2cf9678bc27b1b887381a4d18",740,394.3972,22
"0x4ff428f7e38db1d0a56019254540184ffc20a15b",740,24.7385,581
"0x478c524e5d24c36b840c413757e820824168c87b",739,2.6496,355
"0x1fb0c9eb0e994b9e5bc99931bd2d3a8b09db0f98",739,2.6489,122
"0x9cb15dd10cc977fc6f6bc77a0b5c9cd5c9e24a08",739,3.2592,307
"0xa681e0471a4377ed69392df32f011ec2d54de9cf",739,4.6535,308
"0xe787dbd4431c2676e59004602d3535e2a085769a",739,2.5083,324
"0x56326094cc43ae2d3df3c40f47285f9217a175e6",739,4.8202,390
"0xfa03f62d6c19424464c0787dd106c201252adfe8",739,4.6037,670
"0x692db1382728c41a0f091c51b236deed20c72f47",739,7.3992,285
"0x55291dc2069439a6de5c93a9bec8da2215a9e5b9",739,25.8714,231
"0xc33d927b49b859004f95343eeae58d93150b2ab7",739,85.2204,177
"0x28850ec35dcad0f8be02cf31da9009a2b7aab25d",739,3.2406,25
"0x5b52584286f751f0ce0c194367f741f61ff95d73",739,11.1425,326
"0x2f8e414520b42de025efdcd2b2427855477a67a8",738,2.1615,58
"0x72206a99ace7ffb2da4fc0794adf8971b6eba5be",738,1.2542,470
"0x282fbe06d6ffc7546f63a1842bbe22a41a022afb",738,423.8299,28
"0xc0f1388fdb14503c3bdf7c244346c98b57208680",738,10.5868,160
"0xaecae31aeb48e357eb0ff2a4a787611862dd94d9",738,4.5163,310
"0x91f92ac4125b0d110cdb1839f118086685923c43",738,3.6382,737
"0xbce95071a5a1c15a65bc257d38ba3bed06e903e9",738,2.5201,92
"0x92780b9549feaf43f5fbfe352a4b22a81af58f5d",738,2.3871,80
"0x587343b0a9fe8a7cf2c11a0f4ef2b77001d10d50",738,4.5885,595
"0xb3b2766c9a10a72368ebee459d6d5c5c0bf5da22",738,2.5487,176
"0x222b90f8c2fb44aece4e49b0621ae5c83ce61e07",738,2.3517,130
"0x876030bd42c944b031a097a1cb33e7257028d904",738,2.8337,132
"0x128b917a317721fc6644a6ef2e1883befc106f22",738,1.3092,222
"0x11fd4cf6269790c16cd0c32f1eb2799798ebf3f0",738,3.4407,292
"0xce0ef65ac4f15c69130be49f8f4f16a0d6d5e4c8",737,6.2263,100
"0xdd4cfca6723a9c4165a7bbedbe5d10f1293ab7e7",737,11.1954,271
"0x5a790221189a979ea159ae83fb3ee773afc97f2f",737,4.4795,280
"0x5bc5eb1de002f3b514f6f4f90c61fb0d496be7ce",737,7.788,257
"0x6a1481ed3d5006dcbc6c198fcddc3d06f2643bdd",737,26.9206,384
"0x4027d8fccc4edcc7114996f881894cbd2d512e10",737,3.4155,260
"0xb24a04125ba0dd11b88a2e609bc6b516ef626d41",737,4.7105,125
"0x87884ab18aa4047b42049eb4c7756c4cfce68aa8",737,105.8102,120
"0x3d9e48c13480656da3f29dff3dd0db495b3d5421",737,289.8774,174
"0xfe3c3ddb0002b7d931cb9f91cd80f803371c979c",737,51.691,197
"0xd391d4c98709f61f72472cbd8e8126fc1e3c093f",737,95.0883,61
"0x496c159bfcedb01cf8709c0a03270d010e4c892f",737,6.5926,195
"0xd3100381178e672b2c7d7e76ab8ed770561b80e3",737,1.1672,686
"0x252af32a4e199151f0e5afa1ac9205e2caea3e34",737,6.979,138
"0x6ba18ee7d6a37f6bda4042dcbfc5d20a6f609d42",737,5.8296,191
"0xf17190f61b8745f40a33bc10dc13eeb9e5cd4479",737,6.0345,375
"0x48ebfe8582c0ae9c3256c5ff5ab55db32daeee4d",737,3.5606,483
"0x6680be6f43db1f70213be6f07416c3a6f21e0535",737,15.5698,101
"0xb54f87a57873dad3dcd3558580b71680c7e3f882",736,2.3562,109
"0x2fe12c31d8e2bd144c8ee31be679926190a31d99",736,1.9781,664
"0x7e6d866ae79a4c75f2d5e89536b0b8d18a69a41b",736,2.7942,555
"0x386efd2e87c098b6b8ad7898862dabac0e352012",736,2.1787,20
"0x4a3d9401153b513cb6b7391ba74ef5f288704841",736,249.5373,11
"0x6f1901e9a069db659339b086d50d6e02da93b9ff",736,62.7332,118
"0xefb92699291627fbc395550648815b1241c3e74f",736,32.8898,199
"0x2ccec169382b16c8055a6ec8cc8e4196d18acdfb",736,2.4836,210
"0x5fd7541b6ce96e1a1d37f0df274212985d904843",736,2.8388,723
"0xb546f9c52a066d05a8b20824a4178d3b8c12f9e5",736,1.1306,729
"0xff756931c19e5367c84c3821f5a19bf4169ab615",735,1.7213,121
"0x8be3407fd9ec0a37417876174350cc92fba76ad3",735,3.0473,175
"0x1bb4f097aedd6106f4757a31a5997097d720c917",735,28.2037,73
"0x12d9a4302be53dd8c9f13aabfbdf3518f1c001bb",735,145.5027,122
"0xf0f250faabc133321a355c54a3eeafa1fe751d3a",735,10.0599,610
"0x7d9a6c0e69509d261ea886fd1630e87a45f4dab1",735,1.0977,269
"0x88c70af999b070ed609e02e66a619270bd7dfebc",735,3.7714,118
"0x150aa5ea3dc425bbb6dd57edaf23e450e687cc42",735,175.9681,86
"0x7242e18541fcdbb8d018bfcf71a0ff07df9d3a87",735,1.8185,20
"0x551c8f09fffa54889974a101e2af2b92c13dfe91",735,19.2152,309
"0xaec717b6141c4ce9c6517318befebe2de0dfc222",735,13.0189,156
"0xcef1606f277ae6365b8e825fc0f9babd96f45d5b",735,1.4535,514
"0xf88e8e743e1ee455beab43d48d34e800ec1c0837",735,139.7582,332
"0x2c146719af60fda0d01578d71a469b54a5ac2720",735,3.3503,104
"0x7dab2bd403f56591b29646e770b2e21ae03932ba",735,5.2136,124
"0x43bae9e80c1ac825dd06639d38c2d7459e564909",735,10.4335,626
"0x372d7e9bc64353d93ab0d1f7417953201c75a119",735,3.3679,609
"0x378c4f69624633e10935be07fcdbd8c1cf292d70",734,5.3771,426
"0xefa3ba00c7495a9b4b2b46aa0d21a8023e8ed08b",734,34.3287,13
"0x5fdf53c267dc00e8e97f30e9eec169fede0228a2",734,74.2837,285
"0xe1591312b70fd83b81e9bb12ff4f77cfe16a8df0",734,2.241,104
"0x4a407289f29974240d18eb77516e1031850e3919",734,8.214,464
"0x01eabe6310c8641d9353b0ec75235ecfa0e5d79e",734,2.8256,670
"0x6560abb717a8e5f3afaacd1a31e9c03eed71e164",734,89.9568,67
"0x0df526425ed6c705e047b7299ab5967095373a50",734,3.0006,265
"0x50b1ff423d28fb0d36ac4993deb8589c1a558147",734,1.496,398
"0xf1905be68c24263288b270fcb896923b6a405cb7",734,13.4615,462
"0xd046579ffb7034630c0d1f895ca071561cf4c496",733,2.3794,24
"0x45be9b577de9eb086767bdbdb53698aa1d019b55",733,4.8985,267
"0xdf8e8ffc46c7f7d98e000f92e669b6950d6246ea",733,13.9611,172
"0x2bb5ddd8df2a3d3ba16e9605aabf7d4863e0fc57",733,6.6961,143
"0xb73d262f5140125eca38daebd5e31619f5b26eb0",733,2.2787,623
"0xc759c3b061fe7bd5cccf8891f5dbe2f8b604b965",733,0.2971,19
"0x48183e17a92b51605fe8e96c60b9a491f06afde0",733,473.4475,93
"0xbad26fe5458e6219cec3e40272760e275e835296",733,157.4158,97
"0x14ee5b3ad9e9434597e9e4a61e701793090444cd",733,1.1049,377
"0x0127b4650a0561969a4194f6d34739ff25a93ef6",733,4.6241,46
"0xab3cac384c18fbf0c8adefbf133eb6115a9ce6c7",732,175.0901,42
"0xcd123afe135c374952b0b57502816269560a566c",732,4.2006,257
"0x62f1c20ddc5fa18dfebb08cf2009454305358432",732,346.4086,147
"0x18a3e9a42982ac94b2db7c51d5edb93264617953",732,1.7377,337
"0xfd057fe778587a644316d3dc31d18a6da2e4730d",732,32.8955,262
"0x36a8791f8d8486a57977bb054d422bbf9ab6414e",732,1.3435,155
"0xe1f7d5d386a34b19155ddbb2be1021a6db22fd31",732,1.518,143
"0xeb22f4735df6bd5d14e1b5fd10faefa7757d808a",732,49.3372,24
"0xb0aa4499476a2c1e12309c8c6fdd9cb15751d2c8",731,1.24,465
"0x6b711aef8bb62e1e8b6b4f304ea5e83e5f294664",731,1.5688,243
"0x47fdd0199d625ee14945f66ab22ce14402a8da1a",731,5.7701,89
"0x63161536f0f1d82d9f951956322d669ac105893f",731,1.0103,542
"0x1bf4da050abc3dfe882bb2a498f45e492272ef2e",731,1.98,730
"0x85b9e9226c56d4f2a3ff92c56b745f42498f906d",731,141.4483,55
"0xcd50d90e68e489f85b5f70743ff55652d249c0a8",731,0.9994,200
"0xc9e3208526a3554342652c26bec1ba2c230993f2",731,151.8586,36
"0x0f16a66df16a707334d89704631338ae7a770246",731,104.6715,291
"0x3969b3ec94f4490816ccde65fae1cf8e1f246e2c",731,1.8134,105
"0xb4b67d00cc01dc07a852268f495dd3f53afe7c41",731,4.4461,194
"0x0b995942654384f88d678b3f40db03d0d27fadb9",731,2.6238,241
"0xb6c7b59dc4598a72117ee6a8e24c79708ee4c0e2",731,2.427,727
"0xbb54df272ddcb1b50910aabf78f07d09b909f517",731,5.5372,151
"0xe32c34eb32637b7e30096bd82aa16cccbff42aa2",730,4.3771,615
"0xfdbeeb58067ca08ac63b709ce293f8e83c5355e4",730,2.896,171
"0x296a592b99b6b49d1f9c6bdb9eeed40974c0d5a0",730,3.0249,301
"0xa57d521c59845777b7479bb8d9f4858b04a40670",730,74.6005,39
"0x85a6a55375f8f48f602e9947d6ce7d2462c1bb90",730,9.794,399
"0xcb2c81b8a85ada0df3a08593a1238891a9271dba",730,3.1557,255
"0x5cc2996e7c0b17eebb9b5088c0912e20cdcc4232",730,2.1096,203
"0x01fe9bdd1faa7794b0f0eb933509e2d8fe7d79f4",730,6.4953,406
"0x7563a1732c6577ccc7eee0aec600231e74daac05",730,42.0523,23
"0x917b5d46435e12dcbe440725ba2da9938db548ae",730,2.0576,371
"0xadaac62cf894083c47320508896b1d2e0f1b456e",729,20.5646,261
"0x6a2ca3824ccbd1803a565663c5e682fa4f43136b",729,109.518,371
"0x3f6b654c56c8488ab2d5bec9794a49c14a186f27",729,2.9016,238
"0xdfcae002df356616f9832f504c3b0d64ce152db8",729,8.2179,155
"0xe164cdfacd3ac72ac90144bf94d7d0dd6812acfe",729,17.8647,565
"0xdc2c7dc639185f5e6b81eddffcae66e6eff6223b",729,41.8386,362
"0x52ca1962c31bc8f239f2b9dcc0ce962b7c512ca9",729,10.1569,136
"0x9434866b6ef0aead3b4b0bfcc5139b8f164c33fd",729,9.0279,125
"0x89bf05103e829a1dccefa64a8c2e40601fee65c1",729,154.855,91
"0x2ca0de0d61c4138fbdf5f47181f7d744e5512983",729,1.7817,407
"0xd857498ba60ab87e9d5fd036483eaa07681dc092",729,261.6929,35
"0x9dcc68265b083ffa855adf3982c0996dc41974d9",729,2.4374,26
"0xf6f3f74ce965d82c7c7872f3fc4f9b909cd52204",728,4.6522,39
"0x0e9e87a5bb6f32408f6788ab4c0820d2613e9e16",728,16.9583,75
"0xd21c738f702f6b4ae0fa32d6f0d14912536f3aa4",728,22.0468,703
"0xf1cf6a974ea16be944fd994fbdeefc9c0c265b16",728,1.4572,541
"0x67945a61e0408ec13b3cae171c18c90cd255b4cd",728,797.5676,66
"0xcf246db6490f4b2a7f5b8d384076609b2a937d4a",728,25.475,115
"0xb531b74d09702fa81e98505d00018f00b396828e",728,17.9012,334
"0x44c1dfe43260c94ed4f1d00de2e1f80fb113ebc1",728,3476.4131,28
"0xd765b756d884557807d0dd13b71dd2b8b68ee269",728,1.1332,142
"0x5e488028bf090df413033a25ba38d6d6b85dffd4",728,5.7767,494
"0xa5c6de4ec23fa487512c3e61ca666ca5bb65b1e7",728,5.1991,686
"0x43f1436b27bbca742d82009248c080f5a0c404e9",727,86.0372,479
"0x23066c0b1f2c48069ce44bf843173f4519d6db5a",727,0.7424,181
"0x46e68a5b35302de735ba68954979ddda95374587",727,126.463,87
"0x0f42a04bd5e42df1aac8cc96abe8a42e6e6401db",727,3.7995,504
"0xf333437240ebb04e9763e8d7abeb23b2d4df038c",727,30.7305,332
"0x6b44cdccdc280e6d0be71782f0772a6bf4b2be1e",727,117.6751,101
"0x7c5538ac52a49582374528cc89ea2139aac025c3",727,55.6936,73
"0x25753b2415f2669d3d6c26d5cbe18013d569c959",727,4.6948,327
"0x2e02408ed2ad99bb9359eadf036d569a15fd5429",726,6.0804,479
"0x4483566ea1ea740e810a423a9563535dddfc964d",726,10.3012,253
"0x1b2a4aba239da7b688014cd78e440808683f24ad",726,1.3883,402
"0x80d555bdf61f6025a8a9c894cbbf7ac8eab563da",726,3.8243,285
"0x3bcfc86c25d6794dcfb824325759bfbb3d73402a",726,5.6389,264
"0x19913b3bfed6a1d94fff0cf7704756a91609348e",726,12.5275,27
"0xa719ede48424353eab45011b21f72fee443e0f74",726,0.8298,36
"0x6c3716da93f0a91416a8c6b885016205371e44fd",726,40.6409,247
"0x6be5770a839875397de5abd704d54af0e794c197",726,6.604,335
"0x980eff626026d2b133b637dc3ba5687c135b7e06",726,10.9078,2
"0x6602820a32de01101767dcb0a24d1d58f3f79b18",726,7.1789,378
"0x617a80402d374a6b1ed17279ac32be36eba7b4f1",726,40.3589,166
"0x70f2ce8c5db7a7381ef6d867999669df0cd9fb99",726,12.5658,649
"0x16220ed7253da6b44cfceb441db3843f246019bc",726,38.307,27
